class,threshold_nested_cv,threshold_naive
fake_mannequin,1.1080240492139724,1.4677591856141747
fake_mask,1.1235667493496517,0.7615496435074871
fake_printed,1.4836914789982012,1.613226937511384
fake_screen,1.5953073326146971,1.0801030194508061
fake_unknown,1.1290141763376738,1.9050949831051018
realperson,1.0905178907347186,0.7062814162189899
