class,threshold_nested_cv,threshold_naive
fake_mannequin,0.9747690804026931,0.9825813739497185
fake_mask,0.8876515370063862,1.0042378994241223
fake_printed,1.0663995699957645,1.6209827552988814
fake_screen,1.0455553277165208,1.4806084771500334
fake_unknown,1.1637103308338483,1.861332765762231
realperson,0.7924495190442655,1.1479062683557777
