class,threshold_nested_cv,threshold_naive
fake_mannequin,1.3802295554606883,1.0345115413475532
fake_mask,1.3687687159240165,0.652145916271258
fake_printed,1.680765631396806,1.5651906882583733
fake_screen,1.4014066580255669,1.4026445157186171
fake_unknown,1.5216086275308667,0.7692220718921217
realperson,1.097869909866677,0.750699817670099
