class,threshold_nested_cv,threshold_naive
fake_mannequin,1.111945887411429,1.1698863515294928
fake_mask,0.8505233486300952,0.4693331857329004
fake_printed,0.9108696682041797,0.9535789324154877
fake_screen,1.5049279204421933,1.6567654822199627
fake_unknown,1.1256637842756818,1.0011018401106877
realperson,0.745669052697832,0.7666155080438402
